event_id,event_type,occurred_at,order_id,fulfilment_unit_id,delivery_id,store_id,rider_id,reason
EVT-0000297,PACKING_COMPLETED,2026-08-15 23:51:30,ORD-000029,FU-000030,,STR-007,,
EVT-0000185,STORE_ASSIGNED,2026-08-15 23:51:34,ORD-000020,FU-000020,,STR-014,,
EVT-0000946,RIDER_ARRIVED_AT_STORE,2026-08-15 23:52:00,ORD-000092,FU-000090,DEL-000082,STR-007,RID-000040,
EVT-0000885,RIDER_ASSIGNED,2026-08-15 23:53:00,ORD-000087,FU-000085,DEL-000077,STR-007,RID-000006,
EVT-0000881,PICKING_STARTED,2026-08-15 23:53:26,ORD-000087,FU-000085,,STR-007,,
EVT-0000186,PICKING_STARTED,2026-08-15 23:53:27,ORD-000020,FU-000020,,STR-014,,
EVT-0000077,FULFILMENT_CANCELLED,2026-08-15 23:53:36,ORD-000009,FU-000009,,STR-010,,CUSTOMER_REQUEST
EVT-0000233,ORDER_CREATED,2026-08-15 23:54:41,ORD-000025,,,,,
EVT-0000234,PAYMENT_SUCCESS,2026-08-15 23:55:06,ORD-000025,,,,,
EVT-0000235,STORE_ASSIGNED,2026-08-15 23:55:52,ORD-000025,FU-000025,,STR-016,,
EVT-0000950,ORDER_CREATED,2026-08-15 23:56:10,ORD-000093,,,,,
EVT-0000951,PAYMENT_SUCCESS,2026-08-15 23:56:21,ORD-000093,,,,,
EVT-0000882,PICKING_COMPLETED,2026-08-15 23:56:49,ORD-000087,FU-000085,,STR-007,,
EVT-0000942,PICKING_COMPLETED,2026-08-15 23:57:11,ORD-000092,FU-000090,,STR-007,,
EVT-0000516,ORDER_CREATED,2026-08-15 23:57:15,ORD-000054,,,,,
EVT-0000883,PACKING_STARTED,2026-08-15 23:57:30,ORD-000087,FU-000085,,STR-007,,
EVT-0000517,PAYMENT_SUCCESS,2026-08-15 23:57:48,ORD-000054,,,,,
EVT-0000943,PACKING_STARTED,2026-08-15 23:57:56,ORD-000092,FU-000090,,STR-007,,
EVT-0000886,RIDER_ARRIVED_AT_STORE,2026-08-15 23:58:00,ORD-000087,FU-000085,DEL-000077,STR-007,RID-000006,
EVT-0000187,PICKING_COMPLETED,2026-08-15 23:58:05,ORD-000020,FU-000020,,STR-014,,
EVT-0000952,STORE_ASSIGNED,2026-08-15 23:58:07,ORD-000093,FU-000091,,STR-008,,
EVT-0000638,DELIVERED,2026-08-15 23:58:23,ORD-000066,FU-000062,DEL-000056,STR-009,RID-000031,
EVT-0000236,PICKING_STARTED,2026-08-15 23:58:48,ORD-000025,FU-000025,,STR-016,,
EVT-0000188,PACKING_STARTED,2026-08-15 23:58:50,ORD-000020,FU-000020,,STR-014,,
EVT-0000013,ORDER_CREATED,2026-08-15 23:59:10,ORD-000002,,,,,
EVT-0000944,PACKING_COMPLETED,2026-08-15 23:59:25,ORD-000092,FU-000090,,STR-007,,
EVT-0000014,PAYMENT_SUCCESS,2026-08-15 23:59:35,ORD-000002,,,,,
EVT-0000518,STORE_ASSIGNED,2026-08-15 23:59:36,ORD-000054,FU-000051,,STR-019,,
EVT-0000884,PACKING_COMPLETED,2026-08-15 23:59:38,ORD-000087,FU-000085,,STR-007,,
EVT-0000947,PICKED_UP,2026-08-16 00:00:13,ORD-000092,FU-000090,DEL-000082,STR-007,RID-000040,
EVT-0000015,STORE_ASSIGNED,2026-08-16 00:00:16,ORD-000002,FU-000002,,STR-019,,
EVT-0000887,PICKED_UP,2026-08-16 00:00:26,ORD-000087,FU-000085,DEL-000077,STR-007,RID-000006,
EVT-0000953,PICKING_STARTED,2026-08-16 00:00:40,ORD-000093,FU-000091,,STR-008,,
EVT-0000888,DELIVERY_STARTED,2026-08-16 00:00:46,ORD-000087,FU-000085,DEL-000077,STR-007,RID-000006,
EVT-0000240,RIDER_ASSIGNED,2026-08-16 00:01:00,ORD-000025,FU-000025,DEL-000021,STR-016,RID-000022,
EVT-0000948,DELIVERY_STARTED,2026-08-16 00:01:41,ORD-000092,FU-000090,DEL-000082,STR-007,RID-000040,
EVT-0000189,PACKING_COMPLETED,2026-08-16 00:02:16,ORD-000020,FU-000020,,STR-014,,
EVT-0000957,RIDER_ASSIGNED,2026-08-16 00:03:00,ORD-000093,FU-000091,DEL-000083,STR-008,RID-000045,
EVT-0000237,PICKING_COMPLETED,2026-08-16 00:04:05,ORD-000025,FU-000025,,STR-016,,
EVT-0000519,FULFILMENT_CANCELLED,2026-08-16 00:04:36,ORD-000054,FU-000051,,STR-019,,ITEM_UNAVAILABLE
EVT-0000238,PACKING_STARTED,2026-08-16 00:04:43,ORD-000025,FU-000025,,STR-016,,
EVT-0000241,RIDER_ARRIVED_AT_STORE,2026-08-16 00:05:00,ORD-000025,FU-000025,DEL-000021,STR-016,RID-000022,
EVT-0000016,FULFILMENT_FAILED,2026-08-16 00:05:16,ORD-000002,FU-000002,,STR-019,,STORE_OPERATIONAL_FAILURE
EVT-0000958,RIDER_ARRIVED_AT_STORE,2026-08-16 00:06:00,ORD-000093,FU-000091,DEL-000083,STR-008,RID-000045,
EVT-0000239,PACKING_COMPLETED,2026-08-16 00:06:48,ORD-000025,FU-000025,,STR-016,,
EVT-0000242,PICKED_UP,2026-08-16 00:07:07,ORD-000025,FU-000025,DEL-000021,STR-016,RID-000022,
EVT-0000243,DELIVERY_STARTED,2026-08-16 00:08:14,ORD-000025,FU-000025,DEL-000021,STR-016,RID-000022,
EVT-0000954,PICKING_COMPLETED,2026-08-16 00:08:34,ORD-000093,FU-000091,,STR-008,,
EVT-0000955,PACKING_STARTED,2026-08-16 00:09:07,ORD-000093,FU-000091,,STR-008,,
EVT-0000949,DELIVERED,2026-08-16 00:10:33,ORD-000092,FU-000090,DEL-000082,STR-007,RID-000040,
EVT-0000956,PACKING_COMPLETED,2026-08-16 00:12:28,ORD-000093,FU-000091,,STR-008,,
EVT-0000959,PICKED_UP,2026-08-16 00:13:04,ORD-000093,FU-000091,DEL-000083,STR-008,RID-000045,
EVT-0000960,DELIVERY_STARTED,2026-08-16 00:14:13,ORD-000093,FU-000091,DEL-000083,STR-008,RID-000045,
EVT-0000244,DELIVERED,2026-08-16 00:14:47,ORD-000025,FU-000025,DEL-000021,STR-016,RID-000022,
EVT-0000889,DELIVERED,2026-08-16 00:17:37,ORD-000087,FU-000085,DEL-000077,STR-007,RID-000006,
EVT-0000961,DELIVERED,2026-08-16 00:17:43,ORD-000093,FU-000091,DEL-000083,STR-008,RID-000045,
